age,gender,country,work_remotely,company_size,family_history,benefits,care_options,wellness_program,anonymity,leave,coworkers,supervisor,mental_health_consequence,physical_health_consequence,mental_vs_physical,treatment
33,Male,Canada,Sometimes,More than 1000,Yes,Yes,i am not sure,i don't know,Yes,Neither easy nor difficult,No,Maybe,Maybe,No,Yes,0
34,Male,United States of America,Sometimes,26-100,No,No,i am not sure,Yes,Yes,Somewhat difficult,No,No,Yes,No,I don't know,1
27,Male,Canada,Sometimes,26-100,i don't know,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,No,Maybe,No,I don't know,1
33,Male,United States of America,Sometimes,100-500,Yes,Yes,No,No,i don't know,Very easy,No,Maybe,Maybe,No,I don't know,1
50,Male,United States of America,Sometimes,25-Jun,Yes,Yes,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,Maybe,No,Yes,1
54,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Female,Canada,Sometimes,More than 1000,i don't know,Yes,i am not sure,Yes,Yes,Very difficult,Yes,No,Yes,No,No,1
39,Male,Canada,Sometimes,25-Jun,No,i don't know,i am not sure,i don't know,Yes,Very easy,Maybe,Maybe,No,No,Yes,0
36,Male,United States of America,Sometimes,25-Jun,No,i don't know,No,i don't know,i don't know,Very easy,Yes,Yes,No,No,Yes,0
34,Male,Canada,Sometimes,100-500,No,i don't know,No,No,i don't know,Somewhat easy,Yes,Maybe,Maybe,No,I don't know,0
31,Female,United States of America,Sometimes,100-500,Yes,i don't know,i am not sure,No,i don't know,I don't know,Maybe,Yes,Maybe,No,I don't know,1
36,Male,United States of America,Never,More than 1000,Yes,No,Unknown,Yes,i don't know,Somewhat easy,Maybe,Yes,No,No,No,1
48,Male,United States of America,Sometimes,More than 1000,i don't know,i don't know,i am not sure,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,0
31,Male,United States of America,Never,25-Jun,Yes,i don't know,No,No,i don't know,Very easy,Maybe,Yes,No,No,I don't know,1
32,Male,United States of America,Always,5-Jan,No,No,Unknown,No,i don't know,Very easy,Yes,Yes,No,No,Yes,0
32,Male,United States of America,Always,100-500,No,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,No,Yes,Maybe,No,0
31,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
28,Female,United States of America,Sometimes,5-Jan,Yes,not eligible for coverage / n/a,Unknown,No,Yes,Very easy,Maybe,Yes,No,No,Yes,1
28,Male,United Kingdom,Never,More than 1000,Yes,i don't know,No,No,i don't know,Very difficult,No,No,Yes,No,No,1
33,Female,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,i don't know,Somewhat easy,No,Maybe,Yes,Maybe,No,1
33,Male,United States of America,Never,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
59,Male,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
33,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
37,Male,United States of America,Always,100-500,i don't know,i don't know,No,No,i don't know,Very difficult,Maybe,Maybe,Yes,Maybe,No,1
27,Female,Germany,Always,25-Jun,No,i don't know,i am not sure,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,1
39,Male,United States of America,Always,More than 1000,No,No,No,No,i don't know,I don't know,Maybe,Maybe,No,No,I don't know,0
50,Male,Germany,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
34,Female,United States of America,Never,More than 1000,i don't know,Yes,Yes,i don't know,Yes,Somewhat easy,Maybe,Yes,Maybe,No,I don't know,0
50,Male,Germany,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
31,Female,Other,Always,25-Jun,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat easy,Maybe,Yes,No,No,Yes,0
39,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,No,No,0
46,Male,United States of America,Sometimes,26-100,Yes,i don't know,No,No,i don't know,Somewhat difficult,No,No,Maybe,Maybe,No,1
28,Male,United States of America,Sometimes,More than 1000,No,i don't know,No,No,i don't know,Somewhat easy,Maybe,Yes,No,No,Yes,0
32,Male,France,Sometimes,26-100,No,i don't know,i am not sure,No,Yes,Neither easy nor difficult,No,No,Maybe,No,Yes,0
65,Female,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
37,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
41,Female,United States of America,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
38,Male,United States of America,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
51,Male,United States of America,Sometimes,26-100,No,i don't know,i am not sure,Yes,i don't know,Somewhat easy,Yes,Yes,No,No,Yes,1
29,Male,United States of America,Sometimes,500-1000,i don't know,i don't know,No,No,Yes,Neither easy nor difficult,Yes,Yes,No,No,I don't know,1
37,Male,Japan,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
31,Male,Canada,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
32,Male,Iran,Sometimes,5-Jan,Yes,No,Unknown,No,No,Very easy,Yes,Yes,No,No,I don't know,0
31,Male,Sweden,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
52,Male,Switzerland,Never,More than 1000,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Neither easy nor difficult,No,Maybe,Maybe,No,No,1
31,Male,Switzerland,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
38,Female,United Kingdom,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
35,Male,United States of America,Never,More than 1000,i don't know,Yes,Yes,No,i don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,No,1
29,Male,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
63,Male,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
47,Female,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
43,Male,Austria,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
38,Male,Ireland,Sometimes,26-100,No,No,Unknown,No,i don't know,Neither easy nor difficult,Yes,Yes,Maybe,No,I don't know,0
27,Male,United States of America,Never,25-Jun,No,i don't know,No,No,i don't know,Somewhat difficult,No,Yes,Maybe,No,I don't know,0
40,Female,United States of America,Always,25-Jun,Yes,i don't know,No,No,Yes,I don't know,No,Yes,No,No,Yes,0
32,Male,South Africa,Never,500-1000,No,not eligible for coverage / n/a,Unknown,i don't know,i don't know,Very difficult,No,No,Yes,Maybe,No,0
43,Female,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Female,Germany,Never,100-500,i don't know,Yes,Yes,No,Yes,Somewhat difficult,Maybe,Maybe,Maybe,No,No,0
46,Male,United Kingdom,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
42,Male,United States of America,Sometimes,More than 1000,Yes,No,Yes,No,i don't know,Somewhat easy,No,No,Maybe,No,No,0
31,Male,United States of America,Sometimes,5-Jan,Yes,No,Yes,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,1
37,Female,United States of America,Never,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,Canada,Never,25-Jun,Yes,No,Unknown,No,i don't know,Somewhat easy,No,No,No,No,I don't know,1
30,Female,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,Australia,Sometimes,26-100,Yes,not eligible for coverage / n/a,i am not sure,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,1
24,Male,United States of America,Never,26-100,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,Yes,Maybe,No,Yes,1
23,Male,India,Sometimes,25-Jun,No,No,No,No,No,I don't know,No,No,Maybe,No,No,0
39,Female,France,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
38,Male,France,Always,25-Jun,No,No,Unknown,Yes,Yes,Very easy,Maybe,Maybe,No,No,I don't know,0
28,Male,United Kingdom,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Male,United Kingdom,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
38,Male,United Kingdom,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
33,Male,France,Sometimes,26-100,No,i don't know,No,No,i don't know,Very easy,No,Maybe,No,No,Yes,0
35,Male,United Kingdom,Sometimes,26-100,No,i don't know,i am not sure,i don't know,i don't know,Very easy,Yes,Yes,No,No,Yes,0
54,Other,United Kingdom,Never,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
30,Female,Germany,Never,100-500,i don't know,i don't know,Unknown,i don't know,i don't know,I don't know,Maybe,Maybe,No,No,I don't know,0
32,Female,United Kingdom,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
28,Male,United States of America,Sometimes,500-1000,Yes,i don't know,No,No,i don't know,Very easy,No,Maybe,No,No,I don't know,0
39,Male,Germany,Sometimes,25-Jun,i don't know,No,i am not sure,Yes,i don't know,Somewhat easy,Maybe,Yes,No,No,I don't know,0
21,Other,United States of America,Always,5-Jan,Yes,No,Yes,No,No,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,1
31,Male,Germany,Sometimes,25-Jun,Yes,Yes,Yes,Yes,No,Very easy,Maybe,Yes,Maybe,No,No,0
30,Male,United States of America,Sometimes,More than 1000,No,i don't know,No,i don't know,i don't know,Somewhat easy,No,No,Yes,Maybe,I don't know,0
25,Female,United States of America,Sometimes,26-100,No,Yes,i am not sure,No,Yes,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,0
26,Male,United Kingdom,Always,25-Jun,No,not eligible for coverage / n/a,i am not sure,No,i don't know,Somewhat difficult,Yes,Maybe,Maybe,Maybe,No,0
30,Male,United States of America,Never,26-100,No,Yes,i am not sure,No,Yes,Somewhat easy,Maybe,Yes,No,No,I don't know,0
30,Male,Italy,Never,500-1000,No,No,Unknown,i don't know,i don't know,Somewhat easy,Maybe,Yes,No,No,Yes,0
31,Male,Bulgaria,Always,100-500,No,i don't know,i am not sure,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,0
32,Male,United States of America,Never,100-500,Yes,i don't know,i am not sure,No,i don't know,I don't know,Maybe,Maybe,Maybe,No,I don't know,1
45,Female,United Kingdom,Always,26-100,Yes,No,Unknown,No,i don't know,Somewhat difficult,Maybe,Yes,No,No,Yes,1
29,Male,Switzerland,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
27,Male,United States of America,Always,26-100,Yes,Yes,No,No,i don't know,Somewhat easy,No,No,Maybe,No,I don't know,1
28,Female,United Kingdom,Always,26-100,i don't know,not eligible for coverage / n/a,Unknown,i don't know,i don't know,Very easy,No,Maybe,No,No,Yes,0
38,Male,United States of America,Always,500-1000,Yes,Yes,No,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,0
38,Male,United States of America,Sometimes,500-1000,Yes,Yes,Yes,i don't know,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,Yes,1
34,Male,Hungary,Sometimes,More than 1000,Yes,i don't know,i am not sure,i don't know,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,1
36,Male,Netherlands,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
23,Male,France,Sometimes,25-Jun,No,i don't know,No,No,Yes,Very easy,Maybe,Yes,No,No,Yes,0
40,Female,United States of America,Sometimes,100-500,Yes,Yes,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,Yes,Maybe,No,1
39,Male,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
28,Male,United States of America,Never,26-100,Yes,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,1
33,Male,United States of America,Sometimes,25-Jun,No,i don't know,No,No,i don't know,I don't know,Yes,Yes,No,No,I don't know,0
32,Male,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Male,United States of America,Never,More than 1000,Yes,Yes,No,Yes,Yes,Somewhat easy,No,Maybe,Maybe,No,Yes,0
27,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Yes,No,No,I don't know,1
33,Male,Israel,Never,100-500,No,No,No,No,i don't know,I don't know,No,No,Yes,No,I don't know,1
34,Male,Japan,Never,100-500,Yes,i don't know,i am not sure,No,i don't know,Somewhat difficult,Maybe,Yes,Maybe,No,I don't know,0
38,Female,India,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,United States of America,Never,More than 1000,i don't know,Yes,No,i don't know,i don't know,I don't know,No,No,Maybe,Maybe,I don't know,0
39,Male,United States of America,Sometimes,26-100,No,Yes,i am not sure,Yes,Yes,Neither easy nor difficult,Maybe,Yes,Maybe,No,I don't know,0
35,Male,United States of America,Never,More than 1000,No,Yes,i am not sure,No,Yes,Very easy,Maybe,Maybe,No,No,I don't know,0
34,Male,United States of America,Sometimes,100-500,No,i don't know,No,No,Yes,Somewhat easy,Yes,Maybe,No,No,No,0
44,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
42,Male,United States of America,Always,500-1000,No,Yes,i am not sure,No,i don't know,Very easy,Yes,Maybe,No,No,No,1
30,Male,United States of America,Always,25-Jun,No,Yes,No,No,i don't know,I don't know,No,Maybe,Maybe,No,I don't know,0
55,Male,United States of America,Never,26-100,Yes,Yes,No,No,No,Somewhat difficult,Maybe,Yes,Yes,No,No,0
46,Male,United States of America,Sometimes,26-100,Yes,No,Yes,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,I don't know,1
33,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,No,Yes,1
30,Male,United States of America,Sometimes,26-100,Yes,Yes,i am not sure,No,Yes,Neither easy nor difficult,Yes,Yes,Maybe,Maybe,I don't know,1
30,Male,United Kingdom,Sometimes,26-100,Yes,No,Unknown,No,i don't know,Very easy,Yes,Yes,No,No,No,1
31,Female,United States of America,Never,More than 1000,i don't know,Yes,Yes,No,i don't know,I don't know,No,No,Yes,Maybe,I don't know,1
38,Male,Ireland,Sometimes,More than 1000,No,Yes,i am not sure,No,Yes,Very easy,Maybe,Yes,Maybe,No,No,1
30,Female,United Kingdom,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,Yes,Yes,No,No,0
32,Male,United States of America,Sometimes,500-1000,Yes,Yes,Yes,Yes,i don't know,Somewhat easy,Yes,Yes,No,No,Yes,1
32,Male,United Kingdom,Never,More than 1000,i don't know,No,Unknown,No,i don't know,Neither easy nor difficult,No,No,Yes,No,I don't know,1
47,Male,United States of America,Sometimes,26-100,Yes,Yes,No,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,No,1
39,Male,United Kingdom,Always,25-Jun,i don't know,No,Unknown,Yes,Yes,Very easy,Maybe,Yes,No,No,Yes,0
35,Male,United States of America,Sometimes,100-500,Yes,i don't know,i am not sure,No,i don't know,Very difficult,No,No,Yes,No,I don't know,1
36,Male,United States of America,Sometimes,100-500,No,Yes,Yes,No,i don't know,Very difficult,No,No,Yes,Yes,No,1
38,Female,United States of America,Always,100-500,No,Yes,Yes,Yes,Yes,I don't know,No,Maybe,Maybe,No,Yes,0
30,Male,United States of America,Sometimes,100-500,i don't know,i don't know,i am not sure,Yes,Yes,I don't know,Maybe,No,Maybe,No,I don't know,1
33,Male,United States of America,Sometimes,26-100,Yes,i don't know,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,Maybe,Maybe,No,1
22,Male,United States of America,Never,25-Jun,Yes,i don't know,i am not sure,i don't know,i don't know,I don't know,Maybe,No,Yes,No,I don't know,0
35,Male,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
26,Male,United States of America,Never,26-100,i don't know,i don't know,No,No,i don't know,Neither easy nor difficult,Maybe,Yes,Maybe,No,I don't know,1
34,Male,United States of America,Always,100-500,No,Yes,Yes,i don't know,Yes,Neither easy nor difficult,Yes,Yes,No,No,Yes,1
40,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
37,Male,Bulgaria,Always,100-500,No,No,Unknown,No,i don't know,I don't know,Yes,Yes,Yes,No,No,0
43,Male,Switzerland,Sometimes,5-Jan,No,No,No,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,I don't know,0
20,Male,United States of America,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Female,United States of America,Sometimes,500-1000,Yes,i don't know,No,No,i don't know,Neither easy nor difficult,Yes,Yes,Maybe,No,Yes,1
32,Male,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,Yes,i don't know,Somewhat difficult,No,Maybe,No,No,Yes,0
35,Male,United States of America,Always,More than 1000,No,Yes,Yes,i don't know,Yes,Neither easy nor difficult,Maybe,Yes,Maybe,No,No,0
29,Male,United States of America,Sometimes,26-100,No,Yes,No,No,i don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Yes,0
29,Male,United States of America,Never,500-1000,i don't know,No,i am not sure,No,i don't know,Very easy,Yes,Yes,No,No,Yes,0
30,Male,United States of America,Always,More than 1000,i don't know,Yes,No,i don't know,i don't know,I don't know,Maybe,Maybe,Maybe,No,I don't know,0
30,Male,United States of America,Never,100-500,Yes,i don't know,No,No,Yes,Somewhat difficult,No,No,Maybe,No,No,0
38,Male,United States of America,Always,100-500,Yes,Yes,i am not sure,No,Yes,Very easy,Yes,Yes,No,No,Yes,1
30,Male,Brazil,Never,26-100,Yes,Yes,No,No,i don't know,Somewhat easy,Yes,Yes,Maybe,No,I don't know,1
26,Male,Netherlands,Never,26-100,Yes,No,No,No,i don't know,Somewhat easy,No,Maybe,No,Maybe,I don't know,0
27,Male,Germany,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
24,Male,United States of America,Always,5-Jan,No,No,Unknown,No,i don't know,Somewhat easy,Maybe,Maybe,No,No,I don't know,0
35,Male,United States of America,Never,100-500,No,Yes,No,No,i don't know,Somewhat difficult,Maybe,No,Yes,Maybe,No,0
38,Male,Sweden,Sometimes,More than 1000,No,Yes,i am not sure,i don't know,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,Yes,1
36,Other,United States of America,Sometimes,100-500,No,Yes,Yes,No,Yes,Very easy,No,No,Maybe,Maybe,I don't know,1
34,Male,United Kingdom,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,United States of America,Sometimes,26-100,i don't know,Yes,Yes,i don't know,i don't know,Neither easy nor difficult,Maybe,Maybe,No,No,No,1
25,Male,United States of America,Sometimes,25-Jun,i don't know,i don't know,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,No,No,I don't know,0
32,Female,Sweden,Never,100-500,No,i don't know,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,No,No,Yes,1
32,Other,United States of America,Never,100-500,Yes,No,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,Maybe,Maybe,I don't know,0
37,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
28,Male,Germany,Sometimes,100-500,No,i don't know,i am not sure,No,Yes,Somewhat easy,Maybe,Yes,No,No,I don't know,1
34,Female,United Kingdom,Sometimes,500-1000,i don't know,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,1
40,Female,United States of America,Never,More than 1000,Yes,Yes,Yes,No,Yes,Neither easy nor difficult,No,Maybe,Maybe,No,No,1
45,Male,United States of America,Never,More than 1000,i don't know,Yes,i am not sure,No,i don't know,Somewhat difficult,No,No,Maybe,Maybe,No,1
31,Male,Sweden,Sometimes,100-500,Yes,i don't know,i am not sure,i don't know,i don't know,Very easy,Yes,Yes,No,No,I don't know,0
30,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,1
47,Female,United Kingdom,Sometimes,More than 1000,No,Yes,Yes,Yes,i don't know,Neither easy nor difficult,Yes,Yes,Maybe,Maybe,Yes,0
48,Male,United Kingdom,Sometimes,100-500,No,i don't know,No,No,i don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,I don't know,0
44,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
29,Male,United States of America,Never,More than 1000,Yes,not eligible for coverage / n/a,No,No,i don't know,Very difficult,No,Maybe,Yes,Maybe,No,1
52,Male,United States of America,Always,More than 1000,No,Yes,Yes,Yes,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
34,Female,Sweden,Sometimes,100-500,No,Yes,Yes,No,Yes,Very easy,Yes,Yes,No,No,Yes,0
34,Male,Netherlands,Never,100-500,No,Yes,Yes,No,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
27,Male,United States of America,Sometimes,More than 1000,No,i don't know,i am not sure,i don't know,i don't know,I don't know,Maybe,Maybe,Maybe,No,No,0
30,Male,Russia,Sometimes,More than 1000,i don't know,No,No,No,i don't know,Neither easy nor difficult,No,No,Maybe,No,No,0
40,Male,United Kingdom,Sometimes,25-Jun,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,0
26,Male,Canada,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
36,Male,United Kingdom,Never,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,United Kingdom,Always,26-100,Yes,i don't know,i am not sure,No,i don't know,Very difficult,Maybe,Yes,No,No,Yes,0
43,Female,United Kingdom,Never,More than 1000,No,Yes,No,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,Yes,0
36,Female,United Kingdom,Sometimes,26-100,i don't know,No,Unknown,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,1
32,Female,United States of America,Sometimes,100-500,No,Yes,Yes,No,Yes,I don't know,Maybe,Yes,Yes,No,I don't know,0
36,Female,Ireland,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
38,Male,New Zealand,Never,More than 1000,Yes,No,Unknown,No,i don't know,Very difficult,No,No,Yes,No,No,1
35,Male,United States of America,Always,More than 1000,No,Yes,i am not sure,i don't know,i don't know,Somewhat easy,Yes,Maybe,Maybe,No,I don't know,1
35,Female,Australia,Sometimes,100-500,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,1
45,Male,United States of America,Always,More than 1000,Yes,Yes,i am not sure,No,i don't know,Very difficult,Maybe,Maybe,Yes,Maybe,No,1
47,Male,New Zealand,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
27,Male,United States of America,Sometimes,100-500,Yes,i don't know,i am not sure,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,0
26,Male,United States of America,Sometimes,26-100,Yes,i don't know,No,No,i don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,1
51,Male,Australia,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
25,Male,Ecuador,Sometimes,26-100,Yes,No,No,No,No,Very difficult,No,No,Yes,No,No,1
41,Male,South Africa,Sometimes,100-500,No,No,Unknown,No,No,I don't know,No,No,Yes,Maybe,No,0
34,Male,United States of America,Sometimes,More than 1000,No,Yes,Yes,No,i don't know,Somewhat easy,Yes,Yes,Maybe,No,No,0
43,Male,Sweden,Never,100-500,Yes,No,Unknown,No,i don't know,Very difficult,Yes,No,Maybe,No,I don't know,0
33,Male,United Kingdom,Never,26-100,Yes,i don't know,No,No,i don't know,Somewhat difficult,Maybe,Yes,Yes,No,No,0
37,Male,Australia,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
27,Female,United Kingdom,Never,26-100,Yes,No,Unknown,No,i don't know,Very difficult,No,No,Yes,No,No,1
54,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
38,Male,Italy,Never,More than 1000,Yes,i don't know,i am not sure,No,i don't know,Very easy,No,No,No,No,Yes,0
42,Male,Germany,Sometimes,More than 1000,i don't know,No,No,No,i don't know,I don't know,Yes,Maybe,Maybe,Maybe,Yes,1
30,Male,United Kingdom,Sometimes,26-100,No,Yes,i am not sure,No,i don't know,I don't know,Maybe,Maybe,Maybe,No,No,0
43,Male,Australia,Sometimes,500-1000,Yes,Yes,i am not sure,Yes,Yes,Somewhat easy,Maybe,Yes,Maybe,Maybe,Yes,1
33,Male,Netherlands,Never,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
37,Female,Australia,Always,5-Jan,Yes,not eligible for coverage / n/a,Unknown,No,No,Somewhat easy,Yes,Yes,No,No,Yes,0
25,Male,United States of America,Sometimes,100-500,No,Yes,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,Maybe,No,1
27,Male,Australia,Sometimes,More than 1000,Yes,not eligible for coverage / n/a,Unknown,Yes,i don't know,Somewhat difficult,No,No,Yes,No,No,1
27,Male,Canada,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
27,Male,United States of America,Never,More than 1000,No,Yes,No,No,Yes,I don't know,No,No,Yes,Yes,I don't know,1
35,Male,Germany,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
24,Male,United Kingdom,Never,25-Jun,No,No,Unknown,No,i don't know,I don't know,Maybe,Maybe,Maybe,No,No,0
31,Other,Switzerland,Never,100-500,Yes,not eligible for coverage / n/a,Unknown,Yes,i don't know,Somewhat difficult,No,No,Maybe,No,I don't know,1
31,Male,Germany,Sometimes,26-100,No,i don't know,i am not sure,No,Yes,Somewhat easy,Maybe,Maybe,No,No,Yes,0
32,Male,United States of America,Sometimes,More than 1000,No,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes,Maybe,No,Yes,1
